Feature Set,Model,R2 Score,MSE
"a,H,S,V",Lasso Regression,0.6629251523115727,87.78491213219637
"a,H,S,V",Random Forest,0.639247863442901,93.95122426470597
"a,H,S,V",XGBoost,0.6082880387046881,102.01413822257093
"a,H,S,V",LightGBM,0.5950767228265686,105.45478118796778
"a,H,S,R",Linear Regression,0.6360566731889861,94.78231076658578
"a,H,S,R",Ridge Regression,0.643457784910519,92.85482805284771
"a,H,S,R",Lasso Regression,0.6598168470547263,88.59441276899418
"a,H,S,R",Random Forest,0.6150206250869685,100.26076057352954
"a,H,S,R",XGBoost,0.5779122352610432,109.92495463183924
"a,H,S,R",LightGBM,0.5978712882232662,104.72698829722222
"a,H,S,G",Linear Regression,0.6392549349004704,93.9493826343214
"a,H,S,G",Ridge Regression,0.6454977430552866,92.3235586694456
"a,H,S,G",Lasso Regression,0.66160376204213,88.1290437975842
"a,H,S,G",Random Forest,0.6519781024823126,90.63586886764716
"a,H,S,G",XGBoost,0.5498434174085219,117.23495929619142
"a,H,S,G",LightGBM,0.5989450750088221,104.44734038143983
"a,H,S,B",Linear Regression,0.6136721305242717,100.61195105098251
"a,H,S,B",Ridge Regression,0.6194303915868966,99.11231841780537
"a,H,S,B",Lasso Regression,0.6355631241627155,94.9108464855847
"a,H,S,B",Random Forest,0.5945595400420542,105.5894718823528
"a,H,S,B",XGBoost,0.5555837931287048,115.73998456978336
"a,H,S,B",LightGBM,0.5632005793514042,113.75633341967605
"a,H,V,R",Linear Regression,0.5894380964465249,106.92325717991115
"a,H,V,R",Ridge Regression,0.6023784683081619,103.55317657430699
"a,H,V,R",Lasso Regression,0.621427087835027,98.5923157955426
"a,H,V,R",Random Forest,0.6030345773568127,103.38230510294112
"a,H,V,R",XGBoost,0.5375565597618638,120.43484420688547
"a,H,V,R",LightGBM,0.5807888306211504,109.17579855372003
"a,H,V,G",Linear Regression,0.5918804842482084,106.2871824326143
"a,H,V,G",Ridge Regression,0.6019612100988969,103.66184376050597
"a,H,V,G",Lasso Regression,0.6209690578298076,98.71160124219585
"a,H,V,G",Random Forest,0.6081010526655293,102.06283527941177
"a,H,V,G",XGBoost,0.5729419190884302,111.21938158619146
"a,H,V,G",LightGBM,0.589010334636596,107.03465983470913
"a,H,V,B",Linear Regression,0.6295713992522134,96.4712804615867
"a,H,V,B",Ridge Regression,0.6346771681543949,95.14157734811204
"a,H,V,B",Lasso Regression,0.648967130800008,91.42002077449001
"a,H,V,B",Random Forest,0.6309199632653187,96.12007189705888
"a,H,V,B",XGBoost,0.5846992045607301,108.15741395740825
"a,H,V,B",LightGBM,0.5742319682880941,110.88341212298371
"a,H,R,G",Linear Regression,0.6322359665231589,95.7773431792461
"a,H,R,G",Ridge Regression,0.6103299776582701,101.48235297413494
"a,H,R,G",Lasso Regression,0.6236271485815581,98.01935064953962
"a,H,R,G",Random Forest,0.6181934486441856,99.4344573382353
"a,H,R,G",XGBoost,0.5038303243381073,129.21821868150923
"a,H,R,G",LightGBM,0.5654953741552391,113.15869653992205
"a,H,R,B",Linear Regression,0.6294916637927752,96.49204608782257
"a,H,R,B",Ridge Regression,0.6336350099994693,95.41298817180709
"a,H,R,B",Lasso Regression,0.6493751749867169,91.3137532101139
"a,H,R,B",Random Forest,0.6085773265791383,101.93879854411766
"a,H,R,B",XGBoost,0.5263968072781812,123.34119541616549
"a,H,R,B",LightGBM,0.5780471201270972,109.88982636227028
"a,H,G,B",Linear Regression,0.6341776832226629,95.27165896394348
"a,H,G,B",Ridge Regression,0.6356119956825307,94.89811880180125
"a,H,G,B",Lasso Regression,0.6495608385532057,91.26540056682967
"a,H,G,B",Random Forest,0.6229402541568063,98.19823960294109
"a,H,G,B",XGBoost,0.5378180039660412,120.36675589757203
"a,H,G,B",LightGBM,0.5973559817510588,104.86119034075679
"a,S,V,R",Linear Regression,0.6349603283250926,95.06783351681015
"a,S,V,R",Ridge Regression,0.648789994653173,91.46615260898308
"a,S,V,R",Lasso Regression,0.6481719659692449,91.62710675339898
"a,S,V,R",Random Forest,0.6247549272575307,97.72564154411765
"a,S,V,R",XGBoost,0.5571591918304323,115.32970110439659
"a,S,V,R",LightGBM,0.6188564072768572,99.26180201934854
"a,S,V,G",Linear Regression,0.6421383915421982,93.19843966225768
"a,S,V,G",Ridge Regression,0.6490215107136346,91.40585853137931
"a,S,V,G",Lasso Regression,0.6481687786186485,91.62793683993303
"a,S,V,G",Random Forest,0.6259973120967524,97.40208538235306
"a,S,V,G",XGBoost,0.5595469968127447,114.70784144326024
"a,S,V,G",LightGBM,0.6226231389449532,98.28082639694011
"a,S,V,B",Linear Regression,0.6397396782092494,93.8231402016402
"a,S,V,B",Ridge Regression,0.6489776727318135,91.41727532325388
"a,S,V,B",Lasso Regression,0.6465030360463764,92.0617486960966
"a,S,V,B",Random Forest,0.6181465033673526,99.44668336764708
"a,S,V,B",XGBoost,0.5299362223012123,122.41942021126097
"a,S,V,B",LightGBM,0.5923795546139847,106.1572087828214
"a,S,R,G",Linear Regression,0.6162558799000755,99.93906129524433
"a,S,R,G",Ridge Regression,0.6469976433322391,91.93293737295234
"a,S,R,G",Lasso Regression,0.6461058179339019,92.16519680959429
"a,S,R,G",Random Forest,0.6334847856039031,95.45211133823534
"a,S,R,G",XGBoost,0.527234751741932,123.12296827276847
"a,S,R,G",LightGBM,0.6187154655154486,99.29850769533074
"a,S,R,B",Linear Regression,0.6180082193644356,99.48269687956764
"a,S,R,B",Ridge Regression,0.6428218141764322,93.02045487250902
"a,S,R,B",Lasso Regression,0.6354582665035604,94.93815472426951
"a,S,R,B",Random Forest,0.6066842070325937,102.43182652941184
"a,S,R,B",XGBoost,0.5424490231142087,119.16069258020406
"a,S,R,B",LightGBM,0.5795436255240825,109.50008919949883
"a,S,G,B",Linear Regression,0.6300936996566173,96.33525697771768
"a,S,G,B",Ridge Regression,0.6457265292175125,92.26397554336606
"a,S,G,B",Lasso Regression,0.6439274736344394,92.73250630845892
"a,S,G,B",Random Forest,0.639914482760018,93.7776155882353
"a,S,G,B",XGBoost,0.5426333127329587,119.11269775620643
"a,S,G,B",LightGBM,0.5635503707571097,113.66523671511614
"a,V,R,G",Linear Regression,0.5959159781030918,105.23621266761894
"a,V,R,G",Ridge Regression,0.6484991787366597,91.54189023774072
"a,V,R,G",Lasso Regression,0.6440147250528541,92.70978328966513
"a,V,R,G",Random Forest,0.590426215567455,106.66591982352918
"a,V,R,G",XGBoost,0.47903862515787277,135.67475837608893
"a,V,R,G",LightGBM,0.6339688626679147,95.32604241668601
"a,V,R,B",Linear Regression,0.6374379356644708,94.4225864920709
"a,V,R,B",Ridge Regression,0.6663096622701549,86.90347908739288
"a,V,R,B",Lasso Regression,0.6696243946245246,86.04021832953572
"a,V,R,B",Random Forest,0.627751398759434,96.94526594117633
"a,V,R,B",XGBoost,0.5540994448090515,116.12655564652768
"a,V,R,B",LightGBM,0.579975302178787,109.38766699575794
"a,V,G,B",Linear Regression,0.6052231987632312,102.81231912157627
"a,V,G,B",Ridge Regression,0.6660229331670549,86.97815238115538
"a,V,G,B",Lasso Regression,0.669624660680003,86.0401490403053
"a,V,G,B",Random Forest,0.6164320465773425,99.89318194117635
"a,V,G,B",XGBoost,0.5091740657188134,127.8265400357146
"a,V,G,B",LightGBM,0.6085848367376456,101.93684266218467
"a,R,G,B",Linear Regression,0.6582708581263967,88.9970370026368
"a,R,G,B",Ridge Regression,0.6659160552315762,87.00598676345712
"a,R,G,B",Lasso Regression,0.6692390588752184,86.1405719012312
"a,R,G,B",Random Forest,0.628718370555004,96.69343601470584
"a,R,G,B",XGBoost,0.5263581687237622,123.3512581133019
"a,R,G,B",LightGBM,0.60382360813103,103.17681662565109
"b,H,S,V",Linear Regression,0.6219058178130424,98.46763942368237
"b,H,S,V",Ridge Regression,0.63543562684356,94.9440508051473
"b,H,S,V",Lasso Regression,0.6440177367192157,92.70899895684188
"b,H,S,V",Random Forest,0.6547552197120006,89.91262002941193
"b,H,S,V",XGBoost,0.6207061567842858,98.78006895890292
"b,H,S,V",LightGBM,0.612727308895099,100.85801237613424
"b,H,S,R",Linear Regression,0.625479358234584,97.53697688965714
"b,H,S,R",Ridge Regression,0.6284786399466251,96.75586941944148
"b,H,S,R",Lasso Regression,0.6276460487778888,96.97270239612543
"b,H,S,R",Random Forest,0.6399846351092289,93.75934570588252
"b,H,S,R",XGBoost,0.5651489674303323,113.24891176694506
"b,H,S,R",LightGBM,0.6030538672727271,103.37728140097934
"b,H,S,G",Linear Regression,0.609980403113107,101.573393201376
"b,H,S,G",Ridge Regression,0.6316765082994283,95.92304373017308
"b,H,S,G",Lasso Regression,0.6456075446906273,92.29496286356913
"b,H,S,G",Random Forest,0.662518628585969,87.89078372058839
"b,H,S,G",XGBoost,0.6011457505434684,103.87421512523866
"b,H,S,G",LightGBM,0.6098930980842949,101.59613018200663
"b,H,S,B",Linear Regression,0.5927097510092468,106.07121523645259
"b,H,S,B",Ridge Regression,0.6088553349405468,101.86639640629686
"b,H,S,B",Lasso Regression,0.6208273888828051,98.74849630022159
"b,H,S,B",Random Forest,0.6085163934879143,101.95466744117638
"b,H,S,B",XGBoost,0.5315208634065338,122.00672973273467
"b,H,S,B",LightGBM,0.5293266076783198,122.57818306904197
"b,H,V,R",Linear Regression,0.6250535078064308,97.64788176040989
"b,H,V,R",Ridge Regression,0.6374250802012731,94.42593445978483
"b,H,V,R",Lasso Regression,0.6451588231935896,92.41182408136513
"b,H,V,R",Random Forest,0.6379316772765946,94.29400061764709
"b,H,V,R",XGBoost,0.5711123956427582,111.69584714279853
"b,H,V,R",LightGBM,0.5913240047832079,106.43210722090227
"b,H,V,G",Linear Regression,0.6397914993686041,93.80964433877251
"b,H,V,G",Ridge Regression,0.6395018125932372,93.88508790359452
"b,H,V,G",Lasso Regression,0.6523436991759475,90.54065596805927
"b,H,V,G",Random Forest,0.6464740231873785,92.06930455882353
"b,H,V,G",XGBoost,0.59642166404126,105.1045161143074
"b,H,V,G",LightGBM,0.6264145718926419,97.29341778294702
"b,H,V,B",Linear Regression,0.6385079198472885,94.14392889386792
"b,H,V,B",Ridge Regression,0.6280376372489131,96.87072041866077
"b,H,V,B",Lasso Regression,0.6347932759159669,95.11133922824827
"b,H,V,B",Random Forest,0.6048829458355607,102.90093170588244
"b,H,V,B",XGBoost,0.5864992143925634,107.68863467586827
"b,H,V,B",LightGBM,0.5269780256703043,123.18982783168967
"b,H,R,G",Linear Regression,0.6325399516596308,95.69817587062704
"b,H,R,G",Ridge Regression,0.645682995733537,92.27531303440641
"b,H,R,G",Lasso Regression,0.6592436461961241,88.74369233509519
"b,H,R,G",Random Forest,0.6386929761094615,94.09573441176472
"b,H,R,G",XGBoost,0.5730668335929696,111.18684991294374
"b,H,R,G",LightGBM,0.6015988556137736,103.75621228683003
"b,H,R,B",Linear Regression,0.6439322523969515,92.73126176811395
"b,H,R,B",Ridge Regression,0.6241458543670201,97.88426331771554
"b,H,R,B",Lasso Regression,0.6143307915603253,100.44041496167955
"b,H,R,B",Random Forest,0.6199461771536985,98.97799160294137
"b,H,R,B",XGBoost,0.567040652645349,112.75625732677894
"b,H,R,B",LightGBM,0.5532883202802765,116.3377980337158
"b,H,G,B",Linear Regression,0.6365551569816463,94.6524898789162
"b,H,G,B",Ridge Regression,0.6322134755639665,95.7832005337477
"b,H,G,B",Lasso Regression,0.6473424592563135,91.84313644059492
"b,H,G,B",Random Forest,0.6189011554261765,99.25014819117649
"b,H,G,B",XGBoost,0.5825154049680585,108.72614418652995
"b,H,G,B",LightGBM,0.5428766234513822,119.04933197799988
"b,S,V,R",Linear Regression,0.6317159658558646,95.91276773910324
"b,S,V,R",Ridge Regression,0.6373485820166258,94.44585699765314
"b,S,V,R",Lasso Regression,0.6369220289146647,94.55694486680791
"b,S,V,R",Random Forest,0.6463081217739741,92.11251051470597
"b,S,V,R",XGBoost,0.5634025083637288,113.70374474174464
"b,S,V,R",LightGBM,0.583916994437716,108.36112612219479
"b,S,V,G",Linear Regression,0.5858367918728715,107.86115037404132
"b,S,V,G",Ridge Regression,0.6270040431902364,97.13990088182358
"b,S,V,G",Lasso Regression,0.6354878161230804,94.93045907218843
"b,S,V,G",Random Forest,0.6308698512984136,96.13312263235315
"b,S,V,G",XGBoost,0.5467556664912627,118.03910693525897
"b,S,V,G",LightGBM,0.587835521406894,107.34061822005998
"b,S,V,B",Linear Regression,0.6044630780074428,103.0102785190642
"b,S,V,B",Ridge Regression,0.6271012490806785,97.1145854048317
"b,S,V,B",Lasso Regression,0.6335037818393325,95.44716411992626
"b,S,V,B",Random Forest,0.6204378817359206,98.84993623529418
"b,S,V,B",XGBoost,0.566772796447388,112.82601552132628
"b,S,V,B",LightGBM,0.5268927220251063,123.21204358896024
"b,S,R,G",Linear Regression,0.6009285706125318,103.93077562295868
"b,S,R,G",Ridge Regression,0.6357786063313375,94.8547281386708
"b,S,R,G",Lasso Regression,0.6420687271808698,93.21658245718855
"b,S,R,G",Random Forest,0.6416411608392378,93.32793420588246
"b,S,R,G",XGBoost,0.5811785962093742,109.07429131237876
"b,S,R,G",LightGBM,0.584082962996173,108.31790267962478
"b,S,R,B",Linear Regression,0.6156288212986216,100.10236711473178
"b,S,R,B",Ridge Regression,0.6253442419328379,97.57216543237325
"b,S,R,B",Lasso Regression,0.6236163828182915,98.02215439354156
"b,S,R,B",Random Forest,0.6221333708542393,98.40837744117651
"b,S,R,B",XGBoost,0.5143439481558405,126.48013973744104
"b,S,R,B",LightGBM,0.5297381488725772,122.47100477370368
"b,S,G,B",Linear Regression,0.575375225764888,110.5856718500649
"b,S,G,B",Ridge Regression,0.6255282243509925,97.52425061309104
"b,S,G,B",Lasso Regression,0.6393981253641909,93.91209132539676
"b,S,G,B",Random Forest,0.6399341849027821,93.77248452941194
"b,S,G,B",XGBoost,0.5664926717421209,112.8989688217774
"b,S,G,B",LightGBM,0.5039600645688627,129.18443023708812
"b,V,R,G",Linear Regression,0.587099668992962,107.53225737659237
"b,V,R,G",Ridge Regression,0.6783357203982223,83.77151458957037
"b,V,R,G",Lasso Regression,0.6628513289671274,87.80413805738738
"b,V,R,G",Random Forest,0.631443494833248,95.9837277794118
"b,V,R,G",XGBoost,0.5770426652570085,110.15141806250001
"b,V,R,G",LightGBM,0.6347698739467529,95.11743383846694
"b,V,R,B",Linear Regression,0.6108044336260446,101.35878968922268
"b,V,R,B",Ridge Regression,0.6756164327288623,84.47970278798971
"b,V,R,B",Lasso Regression,0.658830995978841,88.85115945497657
"b,V,R,B",Random Forest,0.6069277148267644,102.3684094264705
"b,V,R,B",XGBoost,0.5498713534287388,117.22768387621606
"b,V,R,B",LightGBM,0.5673884009159732,112.66569271897679
"b,V,G,B",Linear Regression,0.6489871345249386,91.41481117416713
"b,V,G,B",Ridge Regression,0.6689786747573754,86.20838413065805
"b,V,G,B",Lasso Regression,0.6623345039265925,87.93873558396704
"b,V,G,B",Random Forest,0.5968175154206361,105.00142394117654
"b,V,G,B",XGBoost,0.5493583089259435,117.36129683163725
"b,V,G,B",LightGBM,0.5555893370975478,115.7385407455969
"b,R,G,B",Linear Regression,0.6534358696328817,90.25622036494961
"b,R,G,B",Ridge Regression,0.6788021483806874,83.65004204500796
"b,R,G,B",Lasso Regression,0.664615443334722,87.3447070858615
"b,R,G,B",Random Forest,0.611417044268532,101.19924657352952
"b,R,G,B",XGBoost,0.5408860548568899,119.56773876616266
"b,R,G,B",LightGBM,0.565282739820582,113.21407322113149
"H,S,V,R",Linear Regression,0.6320501200495598,95.82574345730556
"H,S,V,R",Ridge Regression,0.6372406653628211,94.47396189493874
"H,S,V,R",Lasso Regression,0.6531775767212937,90.32348797837025
"H,S,V,R",Random Forest,0.6198489146510737,99.00332182352956
"H,S,V,R",XGBoost,0.5886335641136152,107.1327827515648
"H,S,V,R",LightGBM,0.5540752771430872,116.13284966830848
"H,S,V,G",Linear Regression,0.6311743901426154,96.05381112079291
"H,S,V,G",Ridge Regression,0.6354668732250217,94.93591326278876
"H,S,V,G",Lasso Regression,0.650723080214163,90.96271621413116
"H,S,V,G",Random Forest,0.6151065513134635,100.23838267647066
"H,S,V,G",XGBoost,0.552190386804944,116.62373450841874
"H,S,V,G",LightGBM,0.5407396269961438,119.6058731952886
"H,S,V,B",Linear Regression,0.6205718074419343,98.81505776122447
"H,S,V,B",Ridge Regression,0.6259401903135214,97.41696169470966
"H,S,V,B",Lasso Regression,0.6397418960953674,93.82256259420576
"H,S,V,B",Random Forest,0.606415545848759,102.50179436764716
"H,S,V,B",XGBoost,0.5827732104152159,108.65900352420786
"H,S,V,B",LightGBM,0.534061124326507,121.345165741289
"H,S,R,G",Linear Regression,0.6335616982309561,95.43208086650478
"H,S,R,G",Ridge Regression,0.6401103891544149,93.72659538979508
"H,S,R,G",Lasso Regression,0.6583785925295582,88.96897956916172
"H,S,R,G",Random Forest,0.6144085163189572,100.42017298529423
"H,S,R,G",XGBoost,0.5583037103130173,115.03163242583332
"H,S,R,G",LightGBM,0.5310755258731266,122.12270965976695
"H,S,R,B",Linear Regression,0.6044433026368937,103.0154286487103
"H,S,R,B",Ridge Regression,0.6094127530673807,101.72122716088866
"H,S,R,B",Lasso Regression,0.6191395960231957,99.18805074604933
"H,S,R,B",Random Forest,0.5715088931747064,111.59258669117656
"H,S,R,B",XGBoost,0.547017149767463,117.97100845035958
"H,S,R,B",LightGBM,0.5333981904425599,121.51781461482803
"H,S,G,B",Linear Regression,0.6308733280261721,96.1322171828873
"H,S,G,B",Ridge Regression,0.6306263481458999,96.1965385264607
"H,S,G,B",Lasso Regression,0.6406870837170491,93.57640595307166
"H,S,G,B",Random Forest,0.6064189285829856,102.50091339705891
"H,S,G,B",XGBoost,0.5273953036943002,123.08115548511034
"H,S,G,B",LightGBM,0.5394610290389641,119.93886039410552
"H,V,R,G",Linear Regression,0.549439807166997,117.34007212152058
"H,V,R,G",Ridge Regression,0.567357637894301,112.67370437921466
"H,V,R,G",Lasso Regression,0.5573061302524227,115.29143370903402
"H,V,R,G",Random Forest,0.5431881165749906,118.9682093529412
"H,V,R,G",XGBoost,0.4651833788363263,139.2831011202831
"H,V,R,G",LightGBM,0.5547825026790625,115.948665852877
"H,V,R,B",Linear Regression,0.6240736946108743,97.90305599209093
"H,V,R,B",Ridge Regression,0.6316762129356098,95.92312065221883
"H,V,R,B",Lasso Regression,0.6203077582074155,98.88382450252767
"H,V,R,B",Random Forest,0.5891321470485693,107.00293604411775
"H,V,R,B",XGBoost,0.5490472911178146,117.4422956695671
"H,V,R,B",LightGBM,0.5459981986966815,118.2363754180493
"H,V,G,B",Linear Regression,0.6389109891397,94.03895694873414
"H,V,G,B",Ridge Regression,0.6284923022149012,96.75231133426142
"H,V,G,B",Lasso Regression,0.6193738209530254,99.12705119350106
"H,V,G,B",Random Forest,0.5897947862631591,106.83036391176489
"H,V,G,B",XGBoost,0.5431757174094333,118.97143848637083
"H,V,G,B",LightGBM,0.5451585667860271,118.4550420257943
"H,R,G,B",Linear Regression,0.6359999112740481,94.79709335789882
"H,R,G,B",Ridge Regression,0.6353208748818516,94.97393583200306
"H,R,G,B",Lasso Regression,0.6260996182489615,97.37544163647925
"H,R,G,B",Random Forest,0.5899763736341523,106.78307283823543
"H,R,G,B",XGBoost,0.48033448565617354,135.33727546759238
"H,R,G,B",LightGBM,0.5459345858226596,118.25294221499303
"S,V,R,G",Linear Regression,0.5983726697211247,104.59641275580749
"S,V,R,G",Ridge Regression,0.6371865375782964,94.48805847568633
"S,V,R,G",Lasso Regression,0.6369590881500703,94.54729347410958
"S,V,R,G",Random Forest,0.6156484532412521,100.09725433823536
"S,V,R,G",XGBoost,0.5326757406679483,121.7059633017417
"S,V,R,G",LightGBM,0.5539874209972842,116.15573017717017
"S,V,R,B",Linear Regression,0.6128816548009579,100.81781583855002
"S,V,R,B",Ridge Regression,0.632809634703583,95.6279419078166
"S,V,R,B",Lasso Regression,0.634482821553912,95.19219132706534
"S,V,R,B",Random Forest,0.6012390536962413,103.84991604411769
"S,V,R,B",XGBoost,0.5252318746215479,123.64458058893581
"S,V,R,B",LightGBM,0.49915835075250503,130.43494782492826
"S,V,G,B",Linear Regression,0.5962870696946678,105.13956872345373
